"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"598",1075,"LACM-M","105502",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1923,"Summer",7,15.57184283,1.680995603,21.11,11.76,15.76,0.56,2.55,0.74,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,5
"599",1076,"LACM-M","105502",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1923,"Summer",7,15.57184283,1.680995603,25.71,14.25,19.14,0.55,2.99,0.5,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,5
"600",1077,"LACM-M","54899",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Holocene",NA,1920,1924,"Spring",5,15.13737194,1.351888291,22.88,13.41,17.52,0.59,2.82,0.88,NA,"subtidal",0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06489944,52.06489944,"no",NA,6
"601",1078,"LACM-M","54899",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Holocene",NA,1920,1924,"Spring",5,15.13737194,1.351888291,20.23,12.63,15.98,0.62,3.09,0.44,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06489944,52.06489944,"no",NA,6
"602",1079,"LACM-M","54899",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Holocene",NA,1920,1924,"Spring",5,15.13737194,1.351888291,29.43,16.56,22.08,0.56,3.55,0.53,NA,"subtidal",1,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06489944,52.06489944,"no",NA,6
"603",1080,"LACM-M","54899",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Holocene",NA,1920,1924,"Spring",5,15.13737194,1.351888291,29.61,14.43,20.67,0.49,3.61,0.38,NA,"subtidal",1,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06489944,52.06489944,"no",NA,6
"604",1081,"LACM-M","54899",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Holocene",NA,1920,1924,"Spring",5,15.13737194,1.351888291,26.22,15.31,20.04,0.58,3.83,0.58,NA,"subtidal",1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06489944,52.06489944,"no",NA,6
"605",1082,"LACM-M","54899",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Holocene",NA,1920,1924,"Spring",5,15.13737194,1.351888291,27.9,15.25,20.63,0.55,4.27,0.62,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06489944,52.06489944,"no",NA,6
"606",1083,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,18.86,11.01,14.41,0.58,2.33,0.83,NA,"subtidal",1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"607",1084,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,18.13,10.8,13.99,0.6,2.64,0.39,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"608",1085,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,21.81,13.01,16.84,0.6,2.71,0.95,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"609",1086,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,18.93,11.45,14.72,0.61,2.77,0.35,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"610",1087,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,17.33,11.29,13.99,0.65,2.82,0.7,NA,"subtidal",1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"611",1088,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,21.9,13.7,17.32,0.63,2.84,0.75,NA,"subtidal",1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"612",1089,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,23.64,13.33,17.75,0.56,3.15,0.52,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"613",1090,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,25.33,15.11,19.56,0.6,3.29,0.91,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"614",1091,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,25.29,15.28,19.66,0.6,3.36,0.59,NA,"subtidal",1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"615",1092,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,21.04,12.87,16.46,0.61,3.38,0.49,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"616",1093,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,25.47,15.17,19.66,0.6,3.49,0.87,NA,"subtidal",1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"617",1094,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,25.51,16.36,20.43,0.64,3.65,1.29,NA,"subtidal",1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"618",1095,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,28.18,17.58,22.26,0.62,3.89,1.14,NA,"subtidal",1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"619",1096,"LACM-M","54901",NA,"Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Valley of Ollas","CAT","Large",33.43,-118.42,"Holocene",NA,1920,1924,"Summer",7,15.13737194,1.351888291,31.54,18.84,24.38,0.6,4.41,0.82,NA,"subtidal",1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,14
"620",1097,"LACM-M","54898",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1924,"Winter",3,15.13737194,1.351888291,21.89,14.01,17.51,0.64,2.97,0.41,NA,NA,0,0,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,6
"621",1098,"LACM-M","54898",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1924,"Winter",3,15.13737194,1.351888291,29.71,16.97,22.45,0.57,3.13,0.91,NA,NA,1,0,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,6
"622",1099,"LACM-M","54898",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1924,"Winter",3,15.13737194,1.351888291,25.59,15.28,19.77,0.6,3.32,1.12,NA,NA,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,6
"623",1100,"LACM-M","54898",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1924,"Winter",3,15.13737194,1.351888291,29.57,15.93,21.7,0.54,3.59,1.48,NA,NA,1,0,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,6
"624",1101,"LACM-M","54898",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1924,"Winter",3,15.13737194,1.351888291,30.7,17.65,23.28,0.58,4,0.97,NA,NA,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,6
"625",1102,"LACM-M","54898",NA,"Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Holocene",NA,1920,1924,"Winter",3,15.13737194,1.351888291,26.43,15.24,20.07,0.58,4.02,0.83,NA,NA,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147967994,0.147967994,"no",NA,6
"626",1103,"LACM-M","58028",NA,"Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1920,1926,"Summer",8,16.52796261,1.423058805,25.51,15,19.56,0.59,3.38,0.61,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.52529907,53.52529907,"no",NA,5
"627",1104,"LACM-M","58028",NA,"Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1920,1926,"Summer",8,16.52796261,1.423058805,25.56,14.91,19.52,0.58,3.95,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.52529907,53.52529907,"no",NA,5
"628",1105,"LACM-M","58028",NA,"Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1920,1926,"Summer",8,16.52796261,1.423058805,28.11,16.52,21.55,0.59,4.17,0.59,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.52529907,53.52529907,"no",NA,5
"629",1106,"LACM-M","58028",NA,"Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1920,1926,"Summer",8,16.52796261,1.423058805,28.04,16.07,21.23,0.57,4.29,0.64,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.52529907,53.52529907,"no",NA,5
"630",1107,"LACM-M","58028",NA,"Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1920,1926,"Summer",8,16.52796261,1.423058805,31.82,18.11,24.01,0.57,4.49,0.73,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.52529907,53.52529907,"no",NA,5
"631",1108,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,10.16,6.32,8.01,0.62,1.36,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"632",1109,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,11.22,6.68,8.66,0.6,1.49,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"633",1110,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,11.42,6.99,8.93,0.61,1.52,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"634",1111,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,13.27,8.08,10.35,0.61,1.77,0.27,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"635",1112,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,13.6,7.57,10.15,0.56,1.8,0.16,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"636",1113,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,14.08,8.42,10.89,0.6,1.91,0.14,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"637",1114,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.07,9.63,12.44,0.6,1.98,0.33,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"638",1115,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,15.41,9.14,11.87,0.59,2.07,0.15,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"639",1116,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.26,9.47,12.41,0.58,2.09,0.25,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"640",1117,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,13.99,8.18,10.7,0.59,2.11,0.15,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"641",1118,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.44,8.98,12.15,0.55,2.13,0.28,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"642",1119,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.89,9.67,12.78,0.57,2.16,0.26,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"643",1120,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,14.61,9.02,11.48,0.62,2.16,0.37,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"644",1121,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,17.56,10.32,13.46,0.59,2.18,0.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"645",1122,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.06,9.86,12.58,0.61,2.21,0.19,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"646",1123,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,17.07,9.34,12.63,0.55,2.22,0.34,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"647",1124,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,17.41,10.68,13.64,0.61,2.26,0.48,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"648",1125,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.42,10.13,12.9,0.62,2.3,0.27,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"649",1126,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,17.56,10.49,13.57,0.6,2.32,0.22,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"650",1127,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,17.18,10.8,13.62,0.63,2.38,0.29,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"651",1128,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.97,10.18,13.14,0.6,2.38,0.55,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"652",1129,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,18.51,11.01,14.28,0.6,2.42,0.4,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"653",1130,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.01,11.7,14.91,0.62,2.49,0.28,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"654",1131,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,21.45,11.99,16.04,0.56,2.49,0.36,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"655",1132,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.93,9.85,12.91,0.58,2.51,0.25,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"656",1133,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.13,11.19,14.63,0.59,2.52,0.34,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"657",1134,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,18.5,11.82,14.79,0.64,2.53,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"658",1135,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,19.51,11.49,14.97,0.59,2.57,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"659",1136,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,18.1,10.67,13.9,0.59,2.59,0.24,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"660",1137,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,18.59,11.36,14.53,0.61,2.6,0.41,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"661",1138,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,17.56,10.09,13.31,0.58,2.61,0.24,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
"662",1139,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,16.41,9.92,12.76,0.61,2.64,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,45
