Specimen_Number,Collection,Lot_Number,Collector,Ecoregion,County,Location,Site,Land_Category,Island_Size,SoCal_Group,MPA,Latitude,Longitude,Mean_SST,Mean_SST_Sdev,Year,Season,Month,Epoch,Formation,Length_mm,Width_mm,Globosity_WoverL,Aperture_mm,Thickness_mm,Habitat,Depth,BRY,BAR,LMP,TWS,COR,ALG,SCR,BOR_TAP,BOR_STR,BOR_INC,Image_url
1330,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,13.27,8.44,0.64,2.29,0.17,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1331,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,16.28,9.89,0.61,2.34,0.26,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1332,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,18.68,10.64,0.57,2.47,0.51,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1333,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,15.77,9.74,0.62,2.54,0.28,gravel,subtidal,1,0,0,0,0,0,0,0,0,0,
1334,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,17.27,10.49,0.61,2.55,0.43,gravel,subtidal,0,0,0,0,0,0,0,1,0,0,
1335,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,17.28,11.15,0.65,2.55,0.44,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1336,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,16.43,10.01,0.61,2.59,0.44,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1337,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,17.87,11.08,0.62,2.7,0.37,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1338,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,17.58,11.52,0.66,2.74,0.32,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1339,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,18.18,11.34,0.62,2.84,0.47,gravel,subtidal,0,0,0,0,1,0,0,0,0,0,
1340,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,23,12.89,0.56,2.95,0.6,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1341,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,23.65,14.01,0.59,3.09,0.29,gravel,subtidal,0,0,0,0,0,0,0,0,0,0,
1342,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,28.47,16.19,0.57,3.13,0.43,gravel,subtidal,0,0,0,1,0,0,1,0,0,0,
1343,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,21.93,12.93,0.59,3.13,0.46,gravel,subtidal,1,0,0,0,0,0,0,0,0,0,
1344,LACM-M,40-113.4,Velero III,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.83,-118.4,16.74628806,1.192287243,1940,Spring,5,Holocene,,26.35,15.91,0.6,3.57,0.43,gravel,subtidal,1,0,0,0,0,0,0,0,0,0,
1299,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,14.12,8.62,0.61,1.95,0.56,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1300,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,16.66,10.05,0.6,2.4,0.44,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1301,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,19.26,10.45,0.54,2.49,0.4,sand,subtidal,1,0,0,0,0,0,0,0,0,0,
1302,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,20.44,11.86,0.58,2.75,0.35,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1303,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,25.01,13.63,0.55,3.28,0.36,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1304,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,31.03,16.97,0.55,3.5,0.62,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1305,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,35.33,18.72,0.53,3.78,1.12,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1306,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,28.1,17.84,0.64,3.85,0.65,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1307,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,31.82,18.17,0.57,4.09,1.22,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1308,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,34.73,19.87,0.57,4.12,1.55,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1309,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,30.8,17.94,0.58,4.19,0.78,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1310,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,33.94,18.56,0.55,4.28,0.81,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1311,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,36.7,19.51,0.53,4.33,1.05,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1312,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,36,19.36,0.54,4.36,0.79,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1313,LACM-M,40-115.1,Velero III,Southern California Bight,Los Angeles,LA,El Segundo,Coastal,,Los Angeles,no,33.89,-118.48,16.74628806,1.192287243,1940,Spring,5,Holocene,,37.67,21.66,0.58,5.02,2.02,sand,subtidal,0,0,0,1,0,0,0,0,0,0,
1480,LACM-M,40-139.2,Velero III,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,16.74628806,1.192287243,1940,Spring,6,Holocene,,11.34,6.86,0.61,1.54,0.26,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1481,LACM-M,40-139.2,Velero III,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,16.74628806,1.192287243,1940,Spring,6,Holocene,,16.34,10.38,0.64,2.42,0.3,sand,subtidal,1,0,0,0,0,0,0,0,0,0,
1482,LACM-M,40-139.2,Velero III,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,16.74628806,1.192287243,1940,Spring,6,Holocene,,19.38,12.13,0.63,2.73,0.41,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1483,LACM-M,40-139.2,Velero III,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,16.74628806,1.192287243,1940,Spring,6,Holocene,,21.94,13.41,0.61,3.29,0.49,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1484,LACM-M,40-139.2,Velero III,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,16.74628806,1.192287243,1940,Spring,6,Holocene,,25.07,15.09,0.6,3.62,0.7,sand,subtidal,1,0,0,0,0,0,0,0,0,0,
1485,LACM-M,40-139.2,Velero III,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,16.74628806,1.192287243,1940,Spring,6,Holocene,,32.18,18.14,0.56,4.15,0.45,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1486,LACM-M,40-139.2,Velero III,Southern California Bight,Los Angeles,LA,Long Beach: South of ,Coastal,,Los Angeles,no,33.68,-118.2,16.74628806,1.192287243,1940,Spring,6,Holocene,,33.02,20.14,0.61,4.82,0.6,sand,subtidal,0,1,0,0,0,0,0,0,0,0,
304,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Spring,6,Holocene,,14.42,8.79,0.61,1.91,0.43,sand,deep,0,0,0,0,0,0,0,0,0,0,
313,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Spring,6,Holocene,,16.54,9.67,0.59,2.19,0.38,sand,deep,0,1,0,0,0,0,0,0,0,0,
314,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Spring,6,Holocene,,16.87,10.51,0.62,2.2,0.34,sand,deep,0,0,0,0,0,0,0,0,0,0,
315,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Spring,6,Holocene,,15.7,9.7,0.62,2.29,0.37,sand,deep,0,0,0,0,0,0,0,0,0,0,
324,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Spring,6,Holocene,,25.12,15.66,0.62,3.26,0.49,sand,deep,0,0,0,0,0,0,0,0,0,0,
326,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Spring,6,Holocene,,32.83,19.01,0.58,3.55,0.77,sand,deep,0,1,0,0,0,0,0,0,0,0,
328,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Spring,6,Holocene,,32.59,18.92,0.58,3.87,0.55,sand,deep,0,0,0,0,0,0,0,0,0,0,
297,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,10.24,6.36,0.62,1.68,0.19,sand,deep,0,0,0,0,0,0,0,0,0,0,
298,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,10.57,7.21,0.68,1.71,0.38,sand,deep,1,0,0,0,0,0,0,0,0,0,
301,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,12.19,7.36,0.6,1.89,0.25,sand,deep,0,0,0,0,0,0,0,0,0,0,
305,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,18.45,10.09,0.55,1.92,0.28,sand,deep,0,0,0,0,0,0,0,0,0,0,
306,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,13.67,8.66,0.63,1.98,0.39,sand,deep,0,0,0,0,0,0,0,0,0,0,
307,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,14.19,8.6,0.61,2,0.57,sand,deep,0,0,0,0,0,0,0,0,0,0,
312,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,17.8,10.26,0.58,2.16,0.79,sand,deep,0,0,0,0,0,0,0,0,0,0,
318,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,15.88,9.6,0.61,2.33,0.47,sand,deep,0,0,0,0,0,0,0,0,0,0,
322,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,7,Holocene,,19.05,11.05,0.58,2.76,0.39,sand,deep,0,0,0,0,0,0,0,0,0,0,
290,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,8.52,4.93,0.58,1.31,0.36,sand,deep,0,0,0,0,0,0,0,0,0,0,
291,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,9.65,5.89,0.61,1.4,0.42,sand,deep,0,0,0,0,0,0,0,0,0,0,
292,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,9.83,5.87,0.6,1.44,0.25,sand,deep,1,0,0,0,0,0,0,0,0,0,
293,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,9.28,5.72,0.62,1.46,0.23,sand,deep,0,0,0,0,0,0,0,0,0,0,
294,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,10.9,6.25,0.57,1.59,0.23,sand,deep,0,0,0,0,0,0,0,0,0,0,
296,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,12.24,6.78,0.55,1.67,0.25,sand,deep,0,0,0,0,0,0,0,0,0,0,
299,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,14.05,8.48,0.6,1.79,0.44,sand,deep,1,0,0,0,0,0,0,0,0,0,
308,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,12.76,8.11,0.64,2.02,0.44,sand,deep,0,0,0,0,0,0,0,0,0,0,
2157,MCZ,323204,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,12.09,6.08,0.5,1.79,0.34,,,0,0,0,0,0,0,0,0,0,0,
2158,MCZ,323204,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,15.23,7.74,0.51,2.08,0.8,,,0,0,0,0,0,0,0,0,0,0,
2159,MCZ,323204,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,Summer,8,Holocene,,21.35,11.69,0.55,2.7,0.66,,,0,0,0,0,0,0,0,0,0,0,
1477,LACM-M,40-182.3,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin: South of,Open,,Los Angeles,no,33.67,-118.24,16.74628806,1.192287243,1940,Fall,11,Holocene,,16.1,9.99,0.62,2.4,0.32,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1478,LACM-M,40-182.3,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin: South of,Open,,Los Angeles,no,33.67,-118.24,16.74628806,1.192287243,1940,Fall,11,Holocene,,17.01,10.78,0.63,2.61,0.41,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1479,LACM-M,40-182.3,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin: South of,Open,,Los Angeles,no,33.67,-118.24,16.74628806,1.192287243,1940,Fall,11,Holocene,,27.7,15.72,0.57,3.76,0.66,sand,subtidal,0,0,0,0,0,0,0,0,0,0,
1471,LACM-M,40-191.6,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.71,-118.28,16.74628806,1.192287243,1940,Fall,11,Holocene,,13.66,8.15,0.6,1.79,0.33,sand,intertidal,0,0,0,0,0,0,0,0,0,0,
1472,LACM-M,40-191.6,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.71,-118.28,16.74628806,1.192287243,1940,Fall,11,Holocene,,16.09,9.65,0.6,1.89,0.48,sand,intertidal,0,0,0,0,0,0,0,0,0,0,
1473,LACM-M,40-191.6,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.71,-118.28,16.74628806,1.192287243,1940,Fall,11,Holocene,,18.18,9.7,0.53,2.09,0.4,sand,intertidal,0,0,0,0,0,0,0,0,0,0,
1474,LACM-M,40-191.6,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.71,-118.28,16.74628806,1.192287243,1940,Fall,11,Holocene,,17.78,10.19,0.57,2.34,0.37,sand,intertidal,0,0,0,0,0,0,1,0,0,0,
1475,LACM-M,40-191.6,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.71,-118.28,16.74628806,1.192287243,1940,Fall,11,Holocene,,17.77,10.52,0.59,2.46,0.36,sand,intertidal,0,0,0,0,0,0,0,0,0,0,
1476,LACM-M,40-191.6,Velero III,Southern California Bight,Los Angeles,LA,Point Fermin,Coastal,,Los Angeles,no,33.71,-118.28,16.74628806,1.192287243,1940,Fall,11,Holocene,,21.21,12.14,0.57,2.49,0.38,sand,intertidal,0,0,0,0,0,0,0,0,0,0,
295,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,10.34,6.81,0.66,1.66,0.36,sand,deep,0,0,0,0,0,0,0,0,0,0,
300,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,13.57,7.98,0.59,1.8,0.48,sand,deep,0,0,0,0,0,0,0,0,0,0,
302,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,12.33,7.4,0.6,1.9,0.35,sand,deep,0,0,0,0,0,0,0,0,0,0,
303,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,14.82,8.67,0.59,1.91,0.25,sand,deep,0,0,0,0,0,0,0,0,0,0,
309,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,15.69,9.94,0.63,2.04,0.36,sand,deep,0,0,0,0,0,0,0,0,0,0,
310,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,16.26,9.84,0.61,2.04,0.52,sand,deep,0,0,0,0,0,1,0,0,0,0,
311,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,18.12,10.88,0.6,2.13,0.55,sand,deep,0,0,0,0,0,0,0,0,0,0,
316,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,18.85,10.9,0.58,2.29,0.69,sand,deep,0,0,0,0,0,0,0,0,0,0,
317,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,14.92,9.32,0.63,2.33,0.36,sand,deep,1,0,0,0,0,0,0,0,0,0,
319,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,13.94,9.87,0.71,2.42,0.84,sand,deep,0,0,0,0,0,0,0,0,0,0,
320,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,17.86,10.36,0.58,2.53,0.4,sand,deep,0,0,0,0,0,0,0,0,0,0,
321,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,17.02,10.81,0.64,2.67,0.54,sand,deep,0,0,0,0,0,0,0,0,0,0,
323,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,22.25,13.06,0.59,3.05,0.92,sand,deep,0,0,0,0,0,0,0,0,0,0,
325,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,37.36,19,0.51,3.43,0.85,sand,deep,0,0,0,0,0,0,0,0,0,0,
327,CAS,163404,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,32.81,18.73,0.57,3.82,1.22,sand,deep,0,0,0,0,0,0,0,0,0,0,
2154,MCZ,326452,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,5.89,3.5,0.59,0.78,0.25,,subtidal,0,0,0,0,0,0,0,0,0,0,
2155,MCZ,326452,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,8.81,5.02,0.57,1.17,0.17,,subtidal,0,0,0,0,0,0,0,0,0,0,
2156,MCZ,326452,Burch,Southern California Bight,Los Angeles,LA,Redondo Beach,Coastal,,Los Angeles,no,33.84,-118.39,16.74628806,1.192287243,1940,,,Holocene,,7.38,4.48,0.61,1.24,0.29,,subtidal,0,0,0,0,1,0,0,0,0,0,
2145,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,28.41,14.61,0.51,2.95,0.63,,,0,0,0,0,0,0,0,0,0,0,
2146,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,29.54,15.58,0.53,3.02,0.82,,,0,0,0,0,0,0,0,0,0,0,
2147,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,32.75,17.39,0.53,3.05,0.88,,,0,0,0,0,0,0,0,0,0,0,
2148,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,38.66,22.01,0.57,3.61,1.22,,,0,0,0,0,0,0,0,0,0,0,
2149,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,31.16,15.76,0.51,3.64,0.65,,,0,0,0,0,0,0,0,0,0,0,
2150,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,40.87,21.14,0.52,3.94,0.68,,,0,0,0,0,0,0,0,0,0,0,
2151,MCZ,323184,Burch,Northern California,San Luis Obispo,MB,Morro Bay,Coastal,,,no,35.34,-120.83,15.95952408,1.599574705,1940,Spring,5,Holocene,,40.8,22.69,0.56,3.94,1.41,,,0,0,0,0,0,0,0,0,0,0,
