"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
934,"LACM-M","72-99.4","McLean","Northern California","Ventura","Off Shore","SNI","San Nicolas Island: Begg Rock","SNI","Medium","33.36","-119.69","Anthropocene",NA,1970,1972,"Summer",8,15.45927143,2.233162064,13.6,8.52,10.76,0.63,1.89,0.22,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,288.6434783,446.2092288,230,2.783225707,NA,NA,NA,NA,NA,NA,39.24240112,39.24240112,"no",NA
935,"LACM-M","72-99.4","McLean","Northern California","Ventura","Off Shore","SNI","San Nicolas Island: Begg Rock","SNI","Medium","33.36","-119.69","Anthropocene",NA,1970,1972,"Summer",8,15.45927143,2.233162064,15.63,8.9,11.79,0.57,1.9,0.73,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,288.6434783,446.2092288,230,2.783225707,NA,NA,NA,NA,NA,NA,39.24240112,39.24240112,"no",NA
936,"LACM-M","72-99.4","McLean","Northern California","Ventura","Off Shore","SNI","San Nicolas Island: Begg Rock","SNI","Medium","33.36","-119.69","Anthropocene",NA,1970,1972,"Summer",8,15.45927143,2.233162064,13.8,8.23,10.66,0.6,1.95,0.27,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,288.6434783,446.2092288,230,2.783225707,NA,NA,NA,NA,NA,NA,39.24240112,39.24240112,"no",NA
937,"LACM-M","72-99.4","McLean","Northern California","Ventura","Off Shore","SNI","San Nicolas Island: Begg Rock","SNI","Medium","33.36","-119.69","Anthropocene",NA,1970,1972,"Summer",8,15.45927143,2.233162064,13.81,8.16,10.62,0.59,2.02,0.21,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,288.6434783,446.2092288,230,2.783225707,NA,NA,NA,NA,NA,NA,39.24240112,39.24240112,"no",NA
938,"LACM-M","72-99.4","McLean","Northern California","Ventura","Off Shore","SNI","San Nicolas Island: Begg Rock","SNI","Medium","33.36","-119.69","Anthropocene",NA,1970,1972,"Summer",8,15.45927143,2.233162064,15.46,9.38,12.04,0.61,2.29,0.26,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,288.6434783,446.2092288,230,2.783225707,NA,NA,NA,NA,NA,NA,39.24240112,39.24240112,"no",NA
939,"LACM-M","72-99.4","McLean","Northern California","Ventura","Off Shore","SNI","San Nicolas Island: Begg Rock","SNI","Medium","33.36","-119.69","Anthropocene",NA,1970,1972,"Summer",8,15.45927143,2.233162064,19.73,11.38,14.98,0.58,2.81,0.25,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,288.6434783,446.2092288,230,2.783225707,NA,NA,NA,NA,NA,NA,39.24240112,39.24240112,"no",NA
960,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,7.09,4.26,5.5,0.6,0.91,0.25,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
961,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,7.94,5.24,6.45,0.66,0.92,0.58,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
962,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,7.89,5.07,6.32,0.64,1.22,0.38,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
963,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,7.92,4.53,5.99,0.57,1.24,0.32,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
964,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,9.31,5.65,7.25,0.61,1.3,0.48,"rocky reef or intertidal","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
965,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,9.59,6.1,7.65,0.64,1.33,0.23,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
966,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,9.28,5.91,7.41,0.64,1.44,0.16,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
967,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,8.44,5.53,6.83,0.66,1.46,0.13,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
968,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,9.51,5.68,7.35,0.6,1.48,0.17,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
969,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,13.24,7.61,10.04,0.58,1.66,0.24,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
970,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,10.91,6.53,8.44,0.6,1.81,0.25,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
971,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,14,8.33,10.8,0.6,1.83,0.45,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
972,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,14.37,8.5,11.05,0.59,2.02,0.21,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
973,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,14.11,8.92,11.22,0.63,2.25,0.2,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
974,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,18.96,11.45,14.73,0.6,2.42,0.56,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
975,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,14.55,9.52,11.77,0.65,2.44,0.3,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
976,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,20.86,11.81,15.7,0.57,2.6,0.35,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
977,"LACM-M","73-11.6","McLean","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: West of Gull Island","National Park","Large","33.95","-119.83","Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,21.03,11.88,15.81,0.57,3.05,0.51,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46762991,7.46762991,"no",NA
978,"LACM-M","76-49.3","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,"33.71","-118.32","Anthropocene",NA,1970,1976,"Fall",12,16.27545857,2.40464924,10.89,6.41,8.35,0.59,1.17,0.5,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA
979,"LACM-M","76-49.3","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,"33.71","-118.32","Anthropocene",NA,1970,1976,"Fall",12,16.27545857,2.40464924,11.4,6.54,8.63,0.57,1.5,0.28,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA
980,"LACM-M","76-49.3","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,"33.71","-118.32","Anthropocene",NA,1970,1976,"Fall",12,16.27545857,2.40464924,14.09,8.09,10.68,0.57,1.97,0.79,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA
981,"LACM-M","76-49.3","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,"33.71","-118.32","Anthropocene",NA,1970,1976,"Fall",12,16.27545857,2.40464924,14.66,8.37,11.08,0.57,2.01,0.51,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA
982,"LACM-M","76-49.3","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,"33.71","-118.32","Anthropocene",NA,1970,1976,"Fall",12,16.27545857,2.40464924,17.19,9.53,12.8,0.55,2.27,0.47,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA
983,"LACM-M","76-49.3","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,"33.71","-118.32","Anthropocene",NA,1970,1976,"Fall",12,16.27545857,2.40464924,19.51,10.95,14.62,0.56,2.66,0.48,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.349976,1708.349976,"no",NA
984,"LACM-M","77-29.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,"33.84","-118.39","Anthropocene",NA,1970,1977,"Summer",7,16.11378996,1.622584769,8.79,5.21,6.77,0.59,1.09,0.13,"gravel","intertidal",0,0,0,0,0,0,0,0,0,0,107.5842697,201.020746,178,2.959740675,NA,NA,NA,NA,NA,NA,1908.410034,1908.410034,"no",NA
985,"LACM-M","77-29.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,"33.84","-118.39","Anthropocene",NA,1970,1977,"Summer",7,16.11378996,1.622584769,16.03,9.33,12.23,0.58,2.16,0.29,"gravel","intertidal",0,0,0,0,0,0,0,0,0,0,107.5842697,201.020746,178,2.959740675,NA,NA,NA,NA,NA,NA,1908.410034,1908.410034,"no",NA
986,"LACM-M","77-29.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,"33.84","-118.39","Anthropocene",NA,1970,1977,"Summer",7,16.11378996,1.622584769,16.87,9.28,12.51,0.55,2.22,0.24,"gravel","intertidal",0,0,0,0,0,0,0,0,0,0,107.5842697,201.020746,178,2.959740675,NA,NA,NA,NA,NA,NA,1908.410034,1908.410034,"no",NA
987,"LACM-M","77-29.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,"33.84","-118.39","Anthropocene",NA,1970,1977,"Summer",7,16.11378996,1.622584769,24.17,13.02,17.74,0.54,2.53,0.37,"gravel","intertidal",0,0,0,0,0,0,1,0,0,0,107.5842697,201.020746,178,2.959740675,NA,NA,NA,NA,NA,NA,1908.410034,1908.410034,"no",NA
988,"LACM-M","80-67.2","Sherman","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: West of","National Park","Small","34.01","-119.44","Anthropocene",NA,1980,1980,"Summer",7,15.20260493,1.035921395,12.89,8.24,10.31,0.64,1.82,0.24,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,201.5842217,1314.834178,469,3.451731282,NA,NA,NA,NA,NA,NA,20.31599998,20.31599998,"no",NA
989,"LACM-M","80-67.2","Sherman","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: West of","National Park","Small","34.01","-119.44","Anthropocene",NA,1980,1980,"Summer",7,15.20260493,1.035921395,13.74,8.65,10.9,0.63,1.94,0.28,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,201.5842217,1314.834178,469,3.451731282,NA,NA,NA,NA,NA,NA,20.31599998,20.31599998,"no",NA
990,"LACM-M","80-67.2","Sherman","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: West of","National Park","Small","34.01","-119.44","Anthropocene",NA,1980,1980,"Summer",7,15.20260493,1.035921395,13.16,8.06,10.3,0.61,1.97,0.25,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,201.5842217,1314.834178,469,3.451731282,NA,NA,NA,NA,NA,NA,20.31599998,20.31599998,"no",NA
991,"LACM-M","80-67.2","Sherman","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: West of","National Park","Small","34.01","-119.44","Anthropocene",NA,1980,1980,"Summer",7,15.20260493,1.035921395,15.43,9.28,11.97,0.6,2.24,0.24,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,201.5842217,1314.834178,469,3.451731282,NA,NA,NA,NA,NA,NA,20.31599998,20.31599998,"no",NA
992,"LACM-M","80-67.2","Sherman","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: West of","National Park","Small","34.01","-119.44","Anthropocene",NA,1980,1980,"Summer",7,15.20260493,1.035921395,14.89,9.07,11.62,0.61,2.57,0.2,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,201.5842217,1314.834178,469,3.451731282,NA,NA,NA,NA,NA,NA,20.31599998,20.31599998,"no",NA
993,"LACM-M","80-67.2","Sherman","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: West of","National Park","Small","34.01","-119.44","Anthropocene",NA,1980,1980,"Summer",7,15.20260493,1.035921395,16.52,9.68,12.65,0.59,2.64,0.33,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,201.5842217,1314.834178,469,3.451731282,NA,NA,NA,NA,NA,NA,20.31599998,20.31599998,"no",NA
994,"LACM-M","80-67.2","Sherman","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: West of","National Park","Small","34.01","-119.44","Anthropocene",NA,1980,1980,"Summer",7,15.20260493,1.035921395,20.05,11.68,15.3,0.58,2.86,0.33,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,201.5842217,1314.834178,469,3.451731282,NA,NA,NA,NA,NA,NA,20.31599998,20.31599998,"no",NA
995,"LACM-M","81-46.4","Ponder","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,1980,1981,"Summer",8,16.82081175,1.530630583,10.68,6.61,8.4,0.62,1.22,0.46,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,52.05200594,112.3459076,673,2.745953746,NA,NA,NA,NA,NA,NA,27.43740082,27.43740082,"no",NA
996,"LACM-M","81-46.4","Ponder","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,1980,1981,"Summer",8,16.82081175,1.530630583,9.31,5.28,7.01,0.57,1.36,0.15,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,52.05200594,112.3459076,673,2.745953746,NA,NA,NA,NA,NA,NA,27.43740082,27.43740082,"no",NA
997,"LACM-M","81-46.4","Ponder","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,1980,1981,"Summer",8,16.82081175,1.530630583,11.42,6.38,8.54,0.56,1.53,0.13,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,52.05200594,112.3459076,673,2.745953746,NA,NA,NA,NA,NA,NA,27.43740082,27.43740082,"no",NA
998,"LACM-M","81-46.4","Ponder","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,1980,1981,"Summer",8,16.82081175,1.530630583,10.67,6.24,8.16,0.59,1.55,0.14,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,52.05200594,112.3459076,673,2.745953746,NA,NA,NA,NA,NA,NA,27.43740082,27.43740082,"no",NA
999,"LACM-M","81-46.4","Ponder","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,1980,1981,"Summer",8,16.82081175,1.530630583,12.91,7.38,9.76,0.57,1.73,0.14,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,52.05200594,112.3459076,673,2.745953746,NA,NA,NA,NA,NA,NA,27.43740082,27.43740082,"no",NA
1000,"LACM-M","81-46.4","Ponder","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,1980,1981,"Summer",8,16.82081175,1.530630583,17.41,9.97,13.17,0.57,2.21,0.24,"rocky reef or intertidal","intertidal",1,0,0,0,0,0,0,0,0,0,52.05200594,112.3459076,673,2.745953746,NA,NA,NA,NA,NA,NA,27.43740082,27.43740082,"no",NA
2000,"LACM-M-IP","8220.1",NA,"Southern California Bight","Baja California","Coastal","NBC","Bahia Soledadm Baja California, Mexico",NA,NA,"31.62","-116.65","Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.6397,12.22,6.73,9.07,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"LACM-M-IP","8220.1",NA,"Southern California Bight","Baja California","Coastal","NBC","Bahia Soledadm Baja California, Mexico",NA,NA,"31.62","-116.65","Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.6397,14.84,8.89,11.49,0.6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"LACM-M-IP","8220.1",NA,"Southern California Bight","Baja California","Coastal","NBC","Bahia Soledadm Baja California, Mexico",NA,NA,"31.62","-116.65","Pleistocene","2nd Terrace",NA,NA,NA,NA,13.26,4.6397,16.7,10.78,13.42,0.65,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"LACM-M-IP","8222.6",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","2nd Terrace",NA,NA,NA,NA,13.28,4.897,13.98,7.66,10.35,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"LACM-M-IP","8222.6",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","2nd Terrace",NA,NA,NA,NA,13.28,4.897,20.75,11.48,15.43,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"LACM-M-IP","8222.6",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","2nd Terrace",NA,NA,NA,NA,13.28,4.897,27.6,15.8,20.88,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"LACM-M-IP","8222.6",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","2nd Terrace",NA,NA,NA,NA,13.28,4.897,20.23,11.89,15.51,0.59,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,11.29,5.97,8.21,0.53,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,19.06,10.11,13.88,0.53,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,17.51,9.49,12.89,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,9.3,5.06,6.86,0.54,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,18.12,10.02,13.47,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,7.97,4.41,5.93,0.55,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,20.01,11.17,14.95,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,13.1,7.33,9.8,0.56,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1950,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,"32.12","-116.88","Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,24.99,14.17,18.82,0.57,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
