"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Data_Type"
691,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,20,8.31,11.1572308392361,0.554739652870494,2.1,0.28,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
692,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,20.5,9.73,12.4381268686246,0.611949685534591,2.22,0.54,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
693,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,9.38,10.18,12.9446050538439,0.618469015795869,2.27,0.36,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
694,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,19,10.64,13.4886619054671,0.622222222222222,2.42,0.37,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
695,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,19,10.49,13.5296156634252,0.601146131805158,2.58,0.4,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
696,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,7.94,10.98,14.0389102141156,0.611699164345404,2.76,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
697,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,22.39,13.66,17.2723594219203,0.625457875457875,2.76,0.82,NA,"subtidal",1,0,0,0,0,0,0,1,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
698,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,19.41,11.46,14.5408734263111,0.621138211382114,2.88,0.5,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
699,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,15.21,11.62,15.2484818916507,0.580709645177411,2.93,0.43,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
700,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,15.93,12.53,16.1748693966907,0.600095785440613,3.04,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
701,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,21,12.84,17.2221949820573,0.555844155844156,3.26,0.3,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
702,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,19.06,13.06,16.6237661196252,0.617202268431002,3.26,0.37,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
703,"LACM-M","65-7.2","ReimerBantaBakus","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Farnsworth Bank","CAT","Large",33.34,-118.52,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,16.31,12.6,16.3553660918978,0.59349976448422,3.27,0.58,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,92.93269231,79.34627399,208,3.420168137,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
704,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,15.5,9.49,12.1751303894455,0.607554417413572,2.17,0.36,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
705,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,15.75,10.13,13.0493409795284,0.60261748958953,2.42,0.39,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
706,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,19,13.2,18.1222515157472,0.530546623794212,2.9,0.44,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
707,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,19,17.82,23.76,0.5625,3.28,1.15,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
708,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,12.09,17.65,23.3685900302094,0.570458952811894,4.04,0.6,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
709,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,16,18.7,24.6866968223778,0.573795642835225,4.06,0.76,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
710,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,20,18.08,24.1245766802238,0.561665113389251,4.31,0.54,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
711,"LACM-M","65-6.7","VeleroIV","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ship Rock","CAT","Large",33.45,-118.5,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,18.5,21.07,28.2549517784051,0.556083399313803,4.84,0.98,NA,"deep",1,0,0,1,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
712,"LACM-M","65-167.1","Bratcher","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Anthropocene",NA,1960,1965,"Summer",8,16.46534284,1.973515681,17.08,5.52,7.1030134450105,0.603938730853392,1.41,0.09,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
713,"LACM-M","65-167.1","Bratcher","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Anthropocene",NA,1960,1965,"Summer",8,16.46534284,1.973515681,18.19,8.48,10.7863617591846,0.618075801749271,2.06,0.16,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
714,"LACM-M","65-167.1","Bratcher","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Anthropocene",NA,1960,1965,"Summer",8,16.46534284,1.973515681,11.64,11.56,14.6752444613369,0.620504562533548,2.32,0.36,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
715,"LACM-M","65-167.1","Bratcher","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Anthropocene",NA,1960,1965,"Summer",8,16.46534284,1.973515681,18,9.5,12.4553201484346,0.581751377832211,2.4,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
716,"LACM-M","65-167.1","Bratcher","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Bird Rock","CAT","Large",33.45,-118.49,"Anthropocene",NA,1960,1965,"Summer",8,16.46534284,1.973515681,19,13.45,17.7671466476753,0.573072006817213,3,0.43,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
717,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,11.32,5.85,7.68667678519137,0.579207920792079,1.28,0.3,NA,"intertidal",0,0,0,1,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
718,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,24.45,6.51,8.82749681393316,0.543859649122807,1.37,0.21,NA,"intertidal",0,1,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
719,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,30.79,6.41,8.34725703449942,0.589696412143514,1.43,0.3,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
720,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,23.71,6.73,8.70129300736391,0.598222222222222,1.44,0.31,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
721,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,10.45,7.74,10.2899562681286,0.565789473684211,1.45,0.46,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
722,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,24.88,6.6,8.74608483837197,0.569456427955134,1.5,0.22,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
723,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,26.13,6.27,8.20226188316369,0.584342963653308,1.5,0.27,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
724,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,21.92,6.53,8.64687804933087,0.570305676855895,1.52,0.29,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
725,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,15.56,8.52,10.983769844639,0.601694915254237,1.63,0.35,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
726,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,18.12,7.6,9.64095430961064,0.62142273098937,1.64,0.35,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
727,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,25.44,8.34,10.8248325622155,0.593594306049822,1.65,0.49,NA,"intertidal",0,0,0,0,0,0,1,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
728,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,18.45,7.64,9.90056564040661,0.595479345284489,1.7,0.34,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
729,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,11.4,8.68,11.3952972756309,0.580213903743315,1.74,0.31,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
730,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,19,6.97,8.9878974181952,0.601380500431406,1.75,0.29,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
731,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,18.89,6.94,8.91420215162299,0.606113537117904,1.78,0.24,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
732,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,16,7.55,9.75346092420532,0.599206349206349,1.91,0.29,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
733,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,27.88,9.35,12.4169843359811,0.56701030927835,2.06,0.44,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
734,"LACM-M","65-79.4","Oringer","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Lunada Bay","Los Angeles",NA,33.77,-118.43,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,18.09,10.25,14.3034960761347,0.513527054108216,2.11,0.58,NA,"intertidal",0,0,0,0,0,0,1,0,0,0,194,137.7466619,15,0.614654374,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
735,"LACM-M","65-59.2","McLean","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.72,-118.32,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,19.31,7.97,10.0011749309769,0.635059760956175,1.75,0.27,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
736,"LACM-M","65-59.2","McLean","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.72,-118.32,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,26.15,10.46,13.7671783601434,0.577262693156733,2.33,0.37,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
737,"LACM-M","65-59.2","McLean","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.72,-118.32,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,24.13,10.66,13.8443779202967,0.592880978865406,2.51,0.36,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
738,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,19.03,15.36,20.7420731847132,0.548375580149946,3.23,0.44,"gravel","subtidal",0,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
739,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,17,15.1,19.4371294176892,0.603517186250999,3.27,0.68,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
740,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,13.46,14.34,18.7896460850118,0.582453290008123,3.32,0.5,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
741,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,19,15.23,20.2895761414575,0.563448020717721,3.36,0.6,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
742,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,25.52,14.14,18.5021458214987,0.584056175134242,3.42,0.44,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
743,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,16.57,14.98,19.6553860302971,0.580845288871656,3.44,0.46,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
744,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,18.55,13.54,18.0754031766929,0.561127227517613,3.45,0.41,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
745,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,16.21,13.81,18.3791349089123,0.564595257563369,3.45,0.57,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
746,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,20.47,14.37,19.1499973890338,0.563087774294671,3.55,0.66,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
747,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,19.85,14.55,19.3562005569275,0.56504854368932,3.67,0.66,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
748,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,19.96,14.65,19.3508139363697,0.573161189358372,3.69,0.6,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
749,"LACM-M","65-2.2","VeleroIV","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1965,"Winter",1,16.46534284,1.973515681,12.1,14.7,19.6437012805632,0.56,3.71,0.66,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
